id,scene,object,instruction,level,times
42004177,"StickyNotes,-3,40,OrangeJuice,-14,54,Cake,12,45,Calculator,0,59,",StickyNotes,Please grab the adhesive notepads on the Back-Right which are commonly used for reminders and organizing information.,4,2
42004178,"Atomize,-10,66,Coffee,-9,67,NFCJuice,19,66,",NFCJuice,"Can you please hand me the refreshing beverage on the right-hand side of the coffee, perfect for quenching your thirst and providing a fruity, natural taste?",4,2
42004179,"Chips,1,61,Milk,18,55,Coffee,-13,54,CocountMilk,0,60,",Milk,"Please pass me the white liquid on the back-right of Chips, which is an essential ingredient in a wide range of dishes and an excellent source of calcium and nutrients.",4,2
42004180,"Banana,17,60,Cardcase,-12,61,NFCJuice,10,59,Glass,6,70,",Glass,"Please grab the transparent vessel on the front-left of the high-nutrient fruit, which can be used for serving a variety of beverages.",4,2
42004181,"ADMilk,-11,50,TeaTray,-3,49,CocountWater,-11,51,",CocountWater,"Please grab the hydrating beverage located on the Front-Left corner, it's great for replenishing fluids after exercise or on a hot day.",4,2
42004182,"Glass,14,51,Bernachon,11,68,Potato,19,55,",Potato,"Please pass me the versatile food that can serve as a side dish or be transformed into different forms, located on the Back-Left of the transparent and aesthetic vessel suitable for a variety of drinks.",4,2
42004183,"Mug,2,56,Tray,3,53,ADMilk,-6,69,TeaTray,-13,55,",Tray,Please grab the convenient platform on the Back-Right side that enables efficient transportation of multiple items for serving food and beverages.,4,2
42004184,"Glove,-14,61,Mouse,-15,45,VacuumCup,9,54,",Mouse,"Please grab the item that is commonly used for navigating and controlling computer screens, located behind the Front-Right object with a protective covering on the hands and in front of the Back-Right item that is perfect for holding hot or cold beverages.",4,2
42004185,"Glove,-13,60,Garlic,-1,68,BottledDrink,-1,61,",Garlic,"Can you please pass me the essential ingredient commonly used in savory dishes, which is located in the front of the scene, next to the refreshing, bottled beverage and behind the protective hand covering?",4,2
42004186,"Orange,8,65,Apple,6,69,Glass,4,53,",Orange,"Can you please grab the citrus fruit on your back-right that is rich in vitamin C, widely used in both sweet and savory dishes, and commonly consumed fresh or juiced?",4,2
42004187,"Mug,-4,56,Toothpaste,-2,53,ToyBear,16,48,",ToyBear,"Please grab the soft and cuddly item located at the back-right of the scene, which can provide children with comfort and companionship.",4,2
42004188,"Caddy,-6,67,TeaTray,-10,68,Garlic,-13,58,",TeaTray,"Could you please grab the functional serving object on the front-left side of Garlic, which can be used to carry and display refreshments for hosting guests?",4,2
42004189,"CleansingFoam,-2,55,MilkDrink,6,59,Glove,-12,45,",Glove,"Can you grab the item positioned on the Back-Left that provides hand protection and hygiene, which is on the Front-Right of the item used for cleansing the skin?",4,2
42004190,"Cardcase,15,40,SpongeGourd,-1,69,Mouse,-7,44,",SpongeGourd,"Please grab the object on the Front-Right side of the scene that can be used in the kitchen for cleaning, as well as utilized in the bathroom for hygiene purposes.",4,2
42004191,"Cake,10,43,Bread,-11,55,CocountMilk,-7,53,Glove,14,65,",Cake,"Grab the centerpiece on the back-right side, which serves as a symbol of joy and can be used to commemorate special occasions and express gratitude.",4,2
42004192,"Sock,-10,62,Glove,10,47,Mug,-4,41,",Sock,Can you please grab the item on the front-left of the scene that provides foot protection and keeps your feet dry and free from bacterial growth?,4,2
42004193,"Coffee,-7,55,SugarlessGum,8,56,HamSausage,3,48,",HamSausage,Could you pass me the savory meat product located behind the caffeinated drink on the front-left and perfect for sandwiches and other dishes?,4,2
42004194,"Calculator,8,66,StickyNotes,-12,68,StickyNotes,16,68,Walnut,9,41,",Walnut,Please grab the object on the front-left corner that can add a nutty taste to baked goods and savory dishes.,4,2
42004195,"Glass,-13,59,Tomato,17,47,Glass,-11,40,",Tomato,Can you please pass me the edible red fruit that is situated in front of one of the glass objects on the right and can be used for enhancing flavors in different culinary dishes?,4,2
42004196,"Garlic,6,55,Coffee,7,53,PencilVase,3,64,CocountWater,-7,50,",PencilVase,Please grab the object that holds writing utensils and cooking tools and is located on the front-right side of the scene.,4,2
42004197,"Chips,-8,51,Apple,8,44,Gauze,-9,60,",Gauze,Please grab the sterile material that can be used for wound care and is located on the Front-Left side of the crunchy snack.,4,2
42004198,"Atomize,-15,52,Bread,8,58,Yogurt,-11,46,Hemomanometer,-7,69,",Bread,"Please grab the food item to the Front-Right of Atomize, commonly utilized for providing energy and as a base for sandwiches and other culinary recipes.",4,2
42004199,"Kettle,-3,51,NFCJuice,-8,67,Calculator,-2,47,",Kettle,Please grab the appliance behind the natural fruit juice that can quickly and efficiently boil water for hot beverages.,4,2
42004200,"NFCJuice,14,47,Dictionary,3,58,SesameSeedCake,-10,69,",SesameSeedCake,Please grab the tastefully baked treat on the Front-Left that is not only a delicious snack but also holds cultural significance and is rich in nutrients.,4,2
42004201,"ADMilk,-2,45,HamSausage,-12,64,Dictionary,3,48,Glove,15,68,",HamSausage,"Please grab the versatile meat product that is commonly sliced for sandwiches, wraps, or used as a topping on pizzas and salads, located on the Front-Left side of the scene, on top of the beverage, and adjacent to the reference tool.",4,2
42004202,"Banana,16,67,AdhensiveTape,-1,40,AdhensiveTape,13,54,",AdhensiveTape,Can you please bring me the adhesive material behind the versatile fruit on the front-right?,4,2
42004203,"Yogurt,6,48,SourMilkDrink,1,52,Stapler,-13,64,",Stapler,"Can you please grab the object situated behind the yogurt bottle and milk beverage, that can join papers and help with organization?",4,2
42004204,"Gum,19,57,BottledDrink,-14,67,Novel,-11,52,",Gum,"Please acquire the item that is in front of the novel and on the right side of the beverage container. It can provide fresh breath, promote dental health and assist with digestion.",4,2
42004205,"Garlic,-2,48,Towl,-6,60,CocountMilk,-6,67,Durian,18,65,",Towl,"Can you please hand me the utensil located behind the main ingredient, that is used for absorbing moisture and cleaning things, so that I can finish my task?",4,2
42004206,"Garlic,6,59,Calculator,-5,57,Kettle,8,47,Orange,-12,67,",Calculator,Please grab the tool closest to the Kettle which is essential for performing quick and precise mathematical calculations.,4,2
42004207,"Milk,17,47,MilkDrink,3,48,Tissue,-4,66,Soap,20,66,",Tissue,Can you pass me the dainty object on my left that handles personal hygiene tasks?,4,2
42004208,"Cardcase,17,68,SourMilkDrink,15,44,Yogurt,10,59,",Cardcase,"Please hand me the handy organizer that stores and arranges multiple cards and IDs located at the front of the scene, just to the right of the beverage containers.",4,2
42004209,"Caddy,-3,53,Garlic,10,54,Coffee,-10,46,SesameSeedCake,2,51,",Caddy,"Grab the sweet treat on the back-left side, perfect for snacking and adding sweetness to baked goods.",4,2
42004210,"Mangosteen,12,50,StickyNotes,12,47,PaperCup,19,59,",Mangosteen,"Grab the tropical fruit that is both delicious in taste and packed with nutrients, located on the front-left side of the scene in proximity to a handy note-taking tool and a convenient drink container for consuming beverages on-the-go.",4,2
42004211,"Date,-9,57,Hemomanometer,17,40,Scarf,5,57,",Scarf,"Could you please assist me in obtaining the fashionable and functional item located on the the Right of Dates and the Front-Left of Hemomanometer, keeping in mind it provides warmth and can be stylishly incorporated into various outfits?",4,2
42004212,"Tomato,-10,59,Calculator,0,47,Gum,13,61,",Gum,Could you please pass me the substance located on the front-right with a flavor that can provide a refreshing effect for long periods of time?,4,2
42004213,"Cardcase,18,45,PaperCup,-15,61,Calculator,-10,65,SourMilkDrink,-6,46,",PaperCup,Can you hand me the convenient disposable option for serving both hot and cold beverages located in front of the Cardcase? It will simplify the process of enjoying my beverage and remove the need of washing multiple cups afterwards.,4,2
42004214,"ToiletPaper,-8,68,Mug,-5,60,Gauze,1,40,Sock,10,46,",ToiletPaper,"Can you please grab the item located on the Front-Left side that is suitable for wiping or protecting various surfaces and even can be used for emergency bandaging, but not suitable for drinking or wearing?",4,2
42004215,"Glove,8,62,OrangeJuice,11,52,SpringWater,0,56,Durian,-9,70,",SpringWater,"Take the refreshing beverage that is drawn from a natural spring source, located between the objects that serve to protect the hands and the tropical fruit with a distinctive flavor.",4,2
42004216,"Durian,4,61,Bernachon,-13,64,Softdrink,-4,42,SourMilkDrink,8,67,",Durian,Please grab the distinct fruit that can be used in various culinary applications and is located on the back-right side of the scene.,4,2
42004217,"HamSausage,18,40,Glove,9,68,Apple,-5,43,",HamSausage,"Please grab the savory meat that is located at the back-right of the scene, which is a versatile ingredient that can add flavor to various culinary creations, such as pizzas, salads, quiches, and soups.",4,2
42004218,"Tray,-9,61,Softdrink,-10,49,BottledDrink,-4,65,StickyNotes,2,61,",BottledDrink,"Please grab the refreshing beverage on the left of StickyNotes, which is commonly known for its antioxidant properties and can be served chilled over ice.",4,2
42004219,"PaperCup,-4,57,Washbowl,-2,51,Yogurt,5,40,Caddy,15,54,",Washbowl,Please grab the object located on the front-left that is commonly used for personal hygiene and basin-shaped. It can help clean different body parts easier.,4,2
42004220,"BottledDrink,12,64,AdhensiveTape,-5,67,Bread,-8,44,",BottledDrink,"Please grab the refreshing and antioxidant-packed beverage located at the Back-Right of the scene, which can help promote overall health and well-being.",4,2
42004221,"ToyDog,-14,65,PaperCup,20,54,Kettle,-6,58,Mangosteen,-5,64,",Mangosteen,"Please grab the tropical fruit located on the front-left of the kettle, which is known for its tangy taste, antioxidant richness, and various health benefits.",4,2
42004222,"Mug,12,54,Dictionary,-3,54,Gauze,-15,69,Atomize,-4,57,",Dictionary,Please grab the reference tool located on the left side of the mug that can help understand the meaning and proper usage of words.,4,2
42004223,"Date,11,65,LunchBox,-15,41,SugarlessGum,-6,58,LunchBox,19,42,",LunchBox,"Can you please grab the container used for apposite storage of meals ensuring food preservation, it's accessible one step behind SugarlessGum, on the Back-Right side of the scene?",4,2
42004224,"Softdrink,17,45,Caddy,-3,54,Cardcase,2,54,LunchBox,5,70,",LunchBox,Can you please grab the container situated in the Front-Left that enables you to conveniently bring your packed meals and snacks with you?,4,2
42004225,"CleansingFoam,-13,58,Glass,6,56,CocountMilk,8,46,Coffee,1,67,",Glass,"Can you kindly hand me the transparent receptacle which is commonly utilized to serve a range of beverages, discreetly positioned between two items on the scene?",4,2
42004226,"TennisBall,-6,61,AdhensiveTape,11,41,MilkDrink,15,70,Tomato,8,60,",TennisBall,"Can you hand me the round and versatile object located on the front-leftside, which can be used in different ways including playing a sport, serving as a pet toy, giving a therapeutic massage, and being repurposed for crafting and educational purposes?",4,2
42004227,"OrangeJuice,-12,64,Orange,18,52,MilkDrink,6,54,SpongeGourd,-5,43,",Orange,"Please grab the citrus fruit located on the Back-Right side with numerous culinary uses, such as enhancing the taste of desserts and providing nutrients to a healthy diet.",4,2
42004228,"NFCJuice,-9,43,Teacup,18,40,Milk,-8,56,Caddy,-5,61,",Teacup,"Please grab the vessel on your Back-Right side, perfect for savoring your favorite hot beverages or displaying floral arrangements.",4,2
42004229,"HamSausage,-1,61,Softdrink,-10,46,Glass,13,47,Hemomanometer,-8,46,",Hemomanometer,"Please pick up the tool that measures blood pressure, which is located on the right of the soft drink and near the front-right of the scene.",4,2
42004230,"CleansingFoam,19,54,LunchBox,10,43,ADMilk,-8,63,ToiletPaper,-13,54,",ToiletPaper,Please grab the object on the Left of CleansingFoam that can be used for cleaning and different purposes like wiping or protecting surfaces.,4,2
42004231,"Kettle,7,49,RubikCube,15,49,Chess,-5,65,",RubikCube,Please grab the challenging and brain-stimulating toy located on your right and behind the container used for boiling water.,4,2
42004232,"Chips,-2,56,Glove,9,47,HamSausage,2,40,VacuumCup,16,57,",VacuumCup,Can you please pass me the portable container located in the front-right of the scene that can keep my beverage hot or cold for a long period?,4,2
42004233,"Towl,19,45,Gum,-1,67,Teacup,-10,64,",Towl,"Please grab the object at the back-right of the scene that is designed to absorb moisture and clean various surfaces, it is most likely located near the Gum and Teacup.",4,2
42004234,"SpringWater,-4,43,Yogurt,-4,46,MilkDrink,8,64,",SpringWater,"Could you grab the naturally sourced water located behind the yogurt and to the left of a portable drink, that's known for its purity and mineral content?",4,2
42004235,"Glass,12,59,Banana,12,46,SugarlessGum,-11,65,Atomize,-9,51,",Banana,"Please grab the elongated yellow-striped tropical fruit that is behind the transparent and durable vessel used for serving a variety of beverages, suitable for both hot and cold drinks.",4,2
42004236,"Bread,13,51,Soap,5,68,OrangeJuice,19,54,RubikCube,-10,63,",Soap,"Please take the cleansing product located on the front-left of bread and orange juice, which can help remove dirt, oil, and bacteria from your skin and surfaces.",4,2
42004237,"Yogurt,1,46,Milk,10,54,Gum,9,52,Glass,16,58,",Milk,"Please grab the nutritious dairy product located adjacent to the yogurt and gum, which is commonly used in hot beverages and baking.",4,2
42004238,"HamSausage,-13,50,Orange,0,64,SpongeGourd,-13,59,",SpongeGourd,Please grab the vegetable on the front-left side with a texture similar to a natural scrubber and is used in the household for cooking and cleaning.,4,2
42004239,"Garlic,0,49,Coffee,-7,68,HamSausage,-10,49,",Garlic,Could you please grab the savory ingredient located at the Back-Right that serves as a flavor enhancer to various dishes and is known for its health benefits?,4,2
42004240,"Coffee,0,43,RubikCube,-12,42,Sock,-6,41,ToyBear,-11,49,",ToyBear,"Please grab the soft and cuddly object on the front-left side of the scene, which can help provide relaxation and comforting sensation for children.",4,2
42004241,"Caddy,8,55,ToyBear,11,54,Durian,4,57,Coffee,20,55,",Durian,Please pick up the unique tropical fruit with a delicious flavor and aroma. It can be used in various culinary creations and is located near the back-right of the object that can provide entertainment and companionship.,4,2
42004242,"Soap,12,68,Tomato,11,42,Calculator,-2,52,Potato,13,65,",Soap,"Can you please pass me the multi-purpose cleansing agent that can be used for personal hygiene, household cleaning, and skincare? It is located on the Front-Right of the tangy fruit and the mathematical device, and on the Front-Left of the versatile vegetable.",4,2
42004243,"SourMilkDrink,1,52,Orange,20,70,Mug,-14,68,Tissue,4,56,",Tissue,Can you please hand me the versatile object on the Front-Left of Mug and the Back-Left of something used for wiping surfaces and cleaning messes?,4,2
42004244,"BottledDrink,-15,65,MilkDrink,14,51,Toothpaste,9,52,",BottledDrink,Can you please grab the refreshing drink located on the Left side of MilkDrink and appreciated for its antioxidant properties?,4,2
42004245,"Orange,-3,57,Milk,1,57,GlueStick,15,65,",Orange,"Please grab the sweet and flavorful fruit that provides vitamin C and adds a refreshing taste to both sweet and savory dishes, located on the Left and the Back-Left of the dairy product and the adhesive tool.",4,2
42004246,"RubikCube,17,61,HamSausage,17,47,Gum,-3,49,",RubikCube,"Can you please hand me the entertainment item that enhances mental agility and logical thinking, located on the front and to the right of the versatile meat?",4,2
42004247,"Novel,-6,57,CocountWater,11,67,Tomato,-7,45,MilkDrink,-9,41,",Novel,Take the object located on the back-left side that can provide a captivating and entertaining storytelling experience.,4,2
42004248,"Dictionary,-4,58,Cardcase,8,55,Cake,-8,43,",Cake,Please grab the celebratory dessert that is on the Back-Left corner and can serve as a centerpiece for special occasions.,4,2
42004249,"PaperCup,-1,61,Cardcase,-11,61,Coffee,-11,53,",PaperCup,"Grab the convenient disposable container on the Front-Right which can be used for serving hot and cold drinks, allowing you to enjoy your beverage without the need for washing or storing reusable cups.",4,2
42004250,"SesameSeedCake,-3,40,Mangosteen,5,70,Cardcase,-4,66,",SesameSeedCake,"Could you grab the crunchy and cultural snack on the back-left side of the scene, which symbolizes good luck?",4,2
42004251,"Washbowl,7,61,MilkDrink,6,50,Glass,3,60,Sock,3,47,",Washbowl,Please hand me the item that can be used for a variety of cleaning and bathing purposes and is located on the Front-Right of both Glass and Sock.,4,2
42004252,"ToyDog,8,56,Hemomanometer,-6,49,CleansingFoam,-4,58,",ToyDog,"Please grab the item on the Front-Right that can be used as a toy for children and a decorative item, and also provides a sense of relaxation and tranquility.",4,2
42004253,"Mangosteen,-6,49,Chess,17,50,SpringWater,8,63,Tissue,5,43,",Chess,Please grab the intellectual challenge and entertainment object that lies to the front-right of a tropical superfood and is adjacent to a natural drinking source and cleaning tool.,4,2
42004254,"LunchBox,14,48,Atomize,8,48,Bread,-12,47,LunchBox,-1,69,",LunchBox,"Please grab the object on the Front-Left that can carry packed lunches and snacks, making it a convenient option for on-the-go eating.",4,2
42004255,"Calculator,-7,51,ADMilk,-4,48,TeaTray,18,41,Tomato,-5,57,",TeaTray,Could you hand me the item used for serving tea and other refreshments that is situated on the back-right side of Calculator and ADMilk?,4,2
42004256,"Cardcase,-6,60,RubikCube,13,62,Walnut,0,41,",Walnut,"Could you hand me the object on the Front-Right of the Cardcase, which is a (function) nut that can be used in various culinary preparations and enjoyed as a snack on its own?",4,2
42004257,"Mug,5,62,SugarlessGum,2,67,Caddy,12,59,",Mug,"Can you please hand me the versatile drinkware on the back-right of SugarlessGum and the back-left of Caddy that is suitable for both hot and cold beverages, as well as desserts and breakfast items?",4,2
42004258,"CocountWater,7,44,Tomato,15,70,Potato,12,48,PencilVase,20,68,",CocountWater,Please pass me the refreshing and hydrating drink on the Back-Left that can replenish fluids and restore hydration after physical activity or during hot weather.,4,2
42004259,"SpringWater,-2,56,PencilVase,17,55,Yogurt,-11,49,",PencilVase,"Please grab the container that is commonly used to hold utensils like writing instruments or kitchen tools, located towards the Front-Right of the scene.",4,2
42004260,"Glass,4,57,Atomize,-9,45,HamSausage,4,55,Novel,3,57,",Novel,Grab the non-functional literary work on the left side of the Glass and in front of the HamSausage.,4,2
42004261,"Calculator,-8,65,LunchBox,12,67,Cake,8,62,",Calculator,"Please grab the device used for performing mathematical calculations, which is conveniently located on the Back-Left of LunchBox and Front-Left of Cake.",4,2
42004262,"CleansingFoam,-1,44,Calculator,-9,53,CleansingFoam,17,51,Mouse,-15,61,",Mouse,Please grab the device on your Back-Right side that allows you to navigate and control the cursor on a computer screen.,4,2
42004263,"Date,-7,55,Mug,2,49,Potato,18,44,",Date,"Please grab the sweet and versatile fruit located on the Front-Left of the scene, which can be added to smoothies, used in baking, or served as a healthy sweet snack.",4,2
42004264,"ADMilk,18,49,Chess,-12,68,Garlic,-1,63,",Chess,Please grab the intellectual challenge and entertainment located on the front-left of the scene.,4,2
42004265,"Glass,14,59,TennisBall,-12,67,Softdrink,-6,46,",TennisBall,"Can you please hand me the dynamic object located on your front-left side, which is often utilized in sports and recreational activities?",4,2
42004266,"Tray,4,66,Gauze,-12,45,Milk,-12,42,StickyNotes,6,68,",StickyNotes,Please grab the item that can be used to jot down notes or messages and is positioned on the Front-Right side of the tray.,4,2
42004267,"Glass,-12,60,Tissue,4,50,VacuumCup,19,58,",Tissue,Please grab the item on the back-right that is useful for personal hygiene and can be used for various cleaning purposes.,4,2
42004268,"ToyBear,18,51,Garlic,1,44,CleansingFoam,-1,55,",ToyBear,"Can you hand me the fluffy object on the front-right of the scene that can cuddle with children and provide a sense of comfort and ease, please?",4,2
42004269,"Kettle,4,41,Chips,0,54,Gauze,-4,70,Sock,4,63,",Chips,Can you please pass me the snack that is to the right of the hot water maker? It's perfect when you need a quick bite and is available in a variety of flavors.,4,2
42004270,"Toothpaste,-8,48,Glove,-8,50,Durian,5,64,",Glove,"Can you grab the object in front of the toothpaste that provides protection for your hands when working, holding objects, or for personal safety?",4,2
42004271,"Walnut,3,51,GlueStick,-9,61,Toothpaste,7,45,",Walnut,Grab the nutty snack positioned on the Right side and use it in various recipes that involve a crunchy and earthy flavor.,4,2
42004272,"PencilVase,-7,43,Gum,-6,67,PencilVase,-4,56,CocountMilk,20,67,",CocountMilk,"Please grab the liquid located on the right of the two utensil holders, good for adding sweetness and a tropical flavor to your food and beverage creations.",4,2
42004273,"Banana,0,54,CocountWater,-13,54,Coffee,17,48,",Banana,"Can you please pass me the ripe, versatile fruit located on the front-right that provides energy, moisture, and mild flavor in various recipes?",4,2
42004274,"Mouse,-9,55,ADMilk,19,47,Teacup,8,54,",Teacup,Please grab the item that is located in between the device for navigating on your left and the milk bottle on your right. It is commonly used to sip hot beverages and enjoying afternoon tea.,4,2
42004275,"Potato,-2,46,Date,19,58,Cardcase,8,42,",Potato,"Please grab the vegetable that is on the Front-Left of the compact storage container and can be transformed into various dishes, like potato salad and hash browns.",4,2
42004276,"ToyDog,-12,57,Gauze,-4,68,Atomize,-13,54,RubikCube,10,52,",Gauze,"Please take the sterile material that is commonly used for wound care, which is located close to ToyDog and Atomize.",4,2
42004277,"Glass,-15,58,ADMilk,-7,68,Potato,-10,46,Date,14,47,",Date,"Please grab the sweet and versatile fruit located on the Back-Right side of the scene, which can be used for baking, cooking, and as a healthy snack.",4,2
42004278,"PencilVase,6,40,SpringWater,-14,43,Toothpaste,19,56,",SpringWater,"Can you kindly hand me the clear and refreshing beverage that is intentionally stored to the front-left of the practical container, which can perfectly keep writing instruments, beauty tools, or utensils organized and in place?",4,2
42004279,"Sock,11,64,RubikCube,-8,49,Mangosteen,16,40,",Sock,"Could you please hand me the item on the Front-Right that can protect your feet from discomfort, while also promoting hygiene and absorption of sweat and moisture?",4,2
42004280,"BottledDrink,-8,40,SourMilkDrink,18,68,Tray,18,45,",Tray,"Please grab the functional serving platform located in front of various objects, which will provide stability and convenience for carrying snacks and drinks.",4,2
42004281,"CocountWater,-14,64,Garlic,-5,67,Caddy,1,67,",Caddy,"Please grab the sweet treat towards the front-right of the coconut water, which can be used as a snack, dessert or decorative element for special occasions.",4,2
42004282,"TennisBall,16,44,ToyBear,-2,66,Washbowl,-1,67,Caddy,-15,43,",TennisBall,"Please grab the multipurpose spherical item located towards the front-right of the scene that is used in sports, training sessions, fitness regimens, therapy treatments and crafts.",4,2
42004283,"GlueStick,15,52,Towl,15,53,LunchBox,-12,47,Bread,17,70,",Towl,"Grab the item that's designed to absorb moisture from wet surfaces and located on the front-left of the LunchBox, which can be used for drying yourself or cleaning various surfaces around the house.",4,2
42004284,"SpongeGourd,-14,46,Toothpaste,-15,47,Atomize,-11,41,",SpongeGourd,"Can you please hand me the multi-purpose object on the back-right that can be used for both cooking and cleaning, and also has medicinal properties?",4,2
42004285,"SugarlessGum,-1,48,ToyDog,16,62,Dictionary,-13,66,NFCJuice,-7,50,",NFCJuice,"Can you please pass me the refreshing fruit juice located on the left-hand side of the scene, next to the object that can freshen breath and promote good oral hygiene?",4,2
42004286,"MedicalAdhensiveTape,18,69,Scarf,13,40,CleansingFoam,12,55,",Scarf,Can you please grab the draped fabric located on the Back-Right of the cleansing foam that can keep you warm in cold weathers or complete your outfit in a stylish way?,4,2
42004287,"Yogurt,12,47,CocountWater,6,60,SpongeGourd,-8,63,MilkDrink,15,60,",SpongeGourd,"Please grab the vegetable situated on the Front-Left side of the scene which can be used for cooking, cleaning and also has medicinal properties.",4,2
42004288,"Caddy,20,47,Coffee,12,66,Stapler,7,59,Mouse,11,68,",Mouse,Could you please pass me the object that is used to control and navigate on the computer located in the middle-front of the scene near the stapler?,4,2
42004289,"OrangeJuice,9,61,Walnut,-10,70,Chess,7,50,",OrangeJuice,"Please grab the cold and refreshing drink situated between the nutritious nut found on the Front-Left and the intellectual game located on the Back-Left, which provides a natural sweetness and a rich concentration of vitamin C.",4,2
42004290,"LunchBox,-9,59,OrangeJuice,-6,45,Chips,-15,68,",Chips,"Please grab the handy snack located in the front-left of the scene, which can give you a satisfying crunch and is perfect for a quick bite on the go.",4,2
42004291,"Durian,-4,44,RubikCube,14,42,ADMilk,2,51,StickyNotes,-8,51,",StickyNotes,"Can you please grab the adhesive notepad that is located on the Front-Left and commonly used for reminders, notes, and organization?",4,2
42004292,"CleansingFoam,0,59,Date,-1,63,LunchBox,16,53,PencilVase,9,70,",PencilVase,Can you give me the item between the facial cleanser and the lunch carrier that holds writing instruments or utensils?,4,2
42004293,"Novel,-1,58,LunchBox,-10,51,Kettle,18,42,",Kettle,"Could you please grab the sleek and efficient appliance that's designed to boil water and make hot beverages, conveniently located on the back-right side?",4,2
42004294,"Toothpaste,15,40,Yogurt,-12,52,RubikCube,-2,56,",RubikCube,Please pick up the object on the front-left side that challenges your logical thinking and spatial awareness.,4,2
42004295,"RubikCube,15,40,Tray,-14,41,Towl,3,64,",Tray,"Could you please hand me the object on the Front-Left, which is able to carry multiple items at once and promote efficient food service?",4,2
42004296,"CleansingFoam,4,45,Kettle,14,45,HamSausage,-7,49,",HamSausage,"Please grab the meat product on the Front-Left, which is a versatile food commonly used as deli meat and in cooked dishes like sandwiches, salads, pastas, and stews.",4,2
42004297,"Toothpaste,16,56,HamSausage,1,57,Toothpaste,-6,58,",HamSausage,"Take the object in the middle of your front view, that is suitable as a versatile meat ingredient but not as a dental hygiene product.",4,2
42004298,"HamSausage,-2,40,BottledDrink,3,63,Bread,-2,50,Potato,6,42,",Bread,"Please grab the object located in the front of the ham sausage, which serves as a versatile ingredient in many culinary dishes.",4,2
42004299,"CocountMilk,-11,46,AdhensiveTape,-9,54,PaperCup,-2,47,",AdhensiveTape,"Grab the object located to the Front-Right of Coconut Milk, which could be used to secure and seal various packages and papers.",4,2
42004300,"Washbowl,-14,42,SesameSeedCake,-14,62,Bread,7,54,",SesameSeedCake,"Please grab the delicious and versatile treat that sits in front of the Back-Left object, perfect for an enticing snack or tantalizing dessert.",4,2
42004301,"MilkDrink,10,63,Towl,4,44,Gauze,14,56,Novel,6,67,",Novel,"Please grab the object that offers entertainment and knowledge, located in front of the Towel and to the left of the Milk Drink.",4,2
42004302,"SpringWater,2,57,Calculator,-10,49,Washbowl,12,58,Walnut,14,45,",Walnut,"Please grab the nutty and versatile object located at the back-right among the other items, that could be used in various culinary preparations.",4,2
42004303,"Orange,11,40,Milk,18,61,Cardcase,-3,56,",Milk,"Retrieve the refreshing beverage located in front of the citrus fruit, Rich in essential nutrients to make a nutritious addition to your diet.",4,2
42004304,"CocountWater,7,65,Stapler,11,62,Softdrink,19,67,",CocountWater,Can you please pass me the hydrating and refreshing liquid on the Front-Left of the scene that's perfect for restoring hydration after physical activity and during hot weather?,4,2
42004305,"CocountMilk,0,69,SpongeGourd,-3,41,Tray,11,49,GlueStick,6,40,",CocountMilk,"Could you please pass me the creamy liquid located on the Front-Left of both GlueStick and Tray, which is commonly used as a replacement for milk in various cooking and baking recipes?",4,2
42004306,"ToiletPaper,14,42,Bernachon,-12,63,Potato,-13,45,Mangosteen,-10,57,",Bernachon,"Could you please grab the convenient, ready-to-drink coffee beverage located on the Front-Left side of the scene, next to a vegetable and a tropical fruit?",4,2
42004307,"Walnut,-9,47,Atomize,7,51,Apple,4,50,",Apple,"Can you please grab the fruit located on the Front-Right side, suitable for a refreshing snack or as an ingredient for sweet desserts and savory dishes?",4,2
42004308,"ToyDog,12,49,CleansingFoam,-5,60,Caddy,1,47,BottledDrink,16,50,",Caddy,Can you please grab the object to your front-right that is often used to serve and display sweet treats?,4,2
42004309,"Atomize,11,52,MedicalAdhensiveTape,18,54,Softdrink,18,62,",MedicalAdhensiveTape,"Please grab the sticky, medical-related material that is in close proximity to the use of bandages and helps secure them in place effectively.",4,2
42004310,"Stapler,20,48,Sock,3,67,Gum,-4,60,Mouse,-3,44,",Gum,Can you hand me the chewing product on the Front-Left that freshens breath and keeps oral hygiene while joining papers together?,4,2
42004311,"SourMilkDrink,8,64,Scarf,-15,51,Kettle,-15,68,Orange,12,48,",Scarf,Please pick up the multi-functional accessory located at the back of the white utensil and front of the refreshing citrus fruit.,4,2
42004312,"Atomize,-8,68,SesameSeedCake,-14,62,PencilVase,2,51,",SesameSeedCake,"Please grab the crunchy treat that is located in front of Atomize and to the left of PencilVase, a versatile food often used in baking and symbolizing good luck.",4,2
42004313,"Walnut,9,65,Durian,11,44,VacuumCup,-13,63,Durian,-7,66,",VacuumCup,"Could you please pass me the insulated drinking item near the Back-Left, so I can enjoy my beverage at the ideal temperature?",4,2
42004314,"Hemomanometer,-9,48,Toothpaste,2,60,GlueStick,-2,50,Toothpaste,0,68,",Hemomanometer,Please fetch the medical tool that monitors both systolic and diastolic blood pressure placed at the back-left and plays a vital role in assessing cardiovascular risk.,4,2
42004315,"Sock,-15,64,Scarf,12,63,Softdrink,11,69,",Sock,"Grab the item on the top-left that provides protection and comfort for your feet, prevents them from becoming sweaty and smelly, and makes walking or running more comfortable.",4,2
